position,points,salary
TE,17.8,3700
TE,17.6,2600
TE,16.3,0
TE,15.2,4500
TE,15,2500
TE,13.5,2700
TE,13.4,4000
TE,12.6,2500
TE,12.4,5200
TE,11.5,5800
TE,10.5,4900
TE,10.4,2700
TE,10.2,2700
TE,9.3,2500
TE,8.9,3300
TE,8.8,2500
TE,7.2,3200
TE,6.5,3500
TE,6.5,0
TE,6.4,3900
TE,6.2,2600
TE,5.5,3200
TE,5.4,3400
TE,5.4,7000
TE,4.8,2600
TE,3.9,2900
TE,3.3,2500
TE,3.2,3400
TE,2.9,2500
TE,2.5,2500
TE,2.5,2600
TE,2.5,2500
TE,2.2,2500
TE,2.2,2800
TE,2.1,2800
TE,2,2500
TE,2,2500
TE,1.9,2500
TE,1.9,2500
TE,1.8,2500
TE,1.8,2500
TE,1.6,4100
TE,1.6,3400
TE,1.5,2500
TE,1.5,2500
TE,1.5,2600
TE,1.5,0
TE,1.4,2500
TE,1.4,2700
TE,1.4,3600
TE,1.4,2600
TE,1.2,2500
TE,1.1,2500
TE,0.7,4200
TE,0,2800
TE,0,2500
TE,0,2500
TE,0,3500
TE,0,2500
TE,0,3800
TE,0,2900
TE,0,2500
TE,0,2500
TE,0,3100
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2700
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2600
TE,0,4300
TE,0,2500
TE,0,3500
TE,0,2500
TE,0,2800
TE,0,2500
TE,0,2500
TE,0,2500
Def,18,4000
Def,18,3100
Def,14,3100
Def,14,2600
Def,14,2700
Def,14,3400
Def,13,3700
Def,12,2900
Def,11,1800
Def,11,3200
Def,9,3500
Def,9,2100
Def,8,3800
Def,8,3000
Def,7,3300
Def,7,2900
Def,7,2800
Def,5,3300
Def,5,2500
Def,4,3000
Def,4,3200
Def,3,2000
Def,2,3600
Def,2,0
Def,2,4300
Def,1,0
Def,1,2200
Def,1,1900
Def,0,2400
Def,0,2300
Def,-3,2000
Def,-4,2800
QB,34.18,5000
QB,32.7,8500
QB,30.44,6500
QB,29.02,7600
QB,27.58,5700
QB,23.86,5300
QB,22.74,5100
QB,21.92,5300
QB,21.7,5200
QB,20.72,5100
QB,20.38,5100
QB,19.2,6700
QB,18.74,5700
QB,16.88,6600
QB,15.08,5700
QB,14.54,5100
QB,13.98,5400
QB,13.4,6500
QB,12.8,7000
QB,11.74,7200
QB,10.9,5200
QB,10.48,5000
QB,9.48,5000
QB,9.16,5100
QB,7.8,6100
QB,6.4,6800
QB,6.32,5100
QB,4.96,5000
QB,1.58,5000
QB,1,5000
QB,0.36,5000
QB,0,5000
RB,41.6,4600
RB,35.3,5000
RB,33.1,4600
RB,29.5,7500
RB,27.2,3100
RB,25.8,6300
RB,23.9,4200
RB,23.1,4900
RB,22.4,4500
RB,21.2,6900
RB,21.2,4300
RB,21.1,3200
RB,20.7,8400
RB,18,7900
RB,16.1,3000
RB,16,4200
RB,15.6,6100
RB,15.5,4000
RB,14.8,3000
RB,14,7600
RB,13.4,6100
RB,13.4,3000
RB,13.4,5500
RB,13.3,5800
RB,12.8,3200
RB,12.5,4900
RB,11.5,3000
RB,10.8,3000
RB,10.8,3300
RB,9,6400
RB,9,3800
RB,8.1,3200
RB,7.9,4300
RB,7.8,3400
RB,7.6,3600
RB,7.5,3000
RB,7.2,4300
RB,7.2,3000
RB,6.8,3000
RB,6.4,3500
RB,6.1,3000
RB,6.1,4800
RB,6,3000
RB,5.8,3000
RB,5.7,3300
RB,5.6,3000
RB,5.5,3100
RB,4.7,3000
RB,4.5,3000
RB,4.5,3500
RB,4.4,3300
RB,4.4,3500
RB,4.3,4000
RB,4,3000
RB,4,4600
RB,3.9,3000
RB,3.8,3000
RB,3,3000
RB,2.9,4200
RB,2.7,3200
RB,2.5,3000
RB,2.4,5500
RB,2.3,3000
RB,2.2,3000
RB,1.9,4000
RB,1.7,3000
RB,1.7,3300
RB,1.4,3600
RB,1.4,3000
RB,1.3,3000
RB,0.9,3800
RB,0.8,3000
RB,0.8,3200
RB,0.8,3300
RB,0.4,3000
RB,0.3,3000
RB,0.2,4000
RB,0.1,3000
RB,0,3400
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,-0.3,4800
WR,36.7,3000
WR,34,6500
WR,33.4,6400
WR,27.3,6500
WR,26.7,4200
WR,25.8,6200
WR,24.2,9100
WR,23.4,3300
WR,22.6,3500
WR,22,7900
WR,21.8,6400
WR,19.6,7700
WR,18.9,3200
WR,18.3,4300
WR,18.3,3000
WR,17.9,7700
WR,16.5,5500
WR,16.5,4300
WR,15.4,5300
WR,15.2,3300
WR,14.9,3200
WR,14.8,4700
WR,14.6,5200
WR,14.4,
WR,14.1,5500
WR,13.4,5200
WR,13.3,5300
WR,12.8,3000
WR,12.8,6200
WR,12.3,3300
WR,11.7,3000
WR,11.6,3300
WR,11,8600
WR,11,4200
WR,10.7,7800
WR,10.5,5000
WR,10.4,8200
WR,10.4,4500
WR,10.1,3000
WR,9.8,3700
WR,9.5,3000
WR,9.4,3600
WR,9.2,3000
WR,9,3500
WR,8.8,4400
WR,8.4,4300
WR,7.9,3000
WR,7.8,3600
WR,7.7,5400
WR,7.7,3000
WR,7.6,4200
WR,7.5,8700
WR,7.3,3000
WR,6.9,7400
WR,6.9,4500
WR,6.8,3000
WR,6.1,3000
WR,6.1,3000
WR,5.7,3000
WR,5.5,4300
WR,5.2,3000
WR,5.2,3000
WR,5.1,3700
WR,4.6,3000
WR,4.5,3000
WR,4.5,3000
WR,4.5,0
WR,4.5,3000
WR,4.4,6400
WR,4.1,3000
WR,4,3000
WR,3.9,3000
WR,3.9,4100
WR,3.8,3000
WR,3.7,3000
WR,3.6,3000
WR,3.5,3000
WR,3.5,3000
WR,3.4,5200
WR,3.4,3000
WR,3.1,3000
WR,3.1,3000
WR,3,3400
WR,3,3000
WR,2.6,3000
WR,2.5,3200
WR,2.3,3000
WR,2.3,5300
WR,1.8,3000
WR,1.8,3000
WR,1.7,3600
WR,1.7,3000
WR,1.6,3200
WR,1.6,4400
WR,1.5,3000
WR,1.3,3000
WR,1.2,3000
WR,0.9,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3100
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,4200
WR,0,4200
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3200
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3500
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,-1,3200
WR,-1,3000
TE,30.8,8100
TE,30.2,4200
TE,19.9,3000
TE,19.1,4900
TE,18.5,2900
TE,14.1,2500
TE,13.3,4800
TE,12.5,3900
TE,12.3,4900
TE,12.2,2500
TE,11.3,3200
TE,10.3,2500
TE,10.2,2500
TE,10.1,3000
TE,9.9,3300
TE,9.5,6100
TE,9,3100
TE,7.7,3000
TE,6.6,2900
TE,6,2500
TE,5.8,3300
TE,5.6,4300
TE,5.5,2700
TE,5.4,2500
TE,5.2,2500
TE,5.1,5400
TE,5.1,2500
TE,4.3,3300
TE,3.5,2500
TE,3.3,2500
TE,3.1,2500
TE,3.1,2500
TE,3,2500
TE,2.9,2800
TE,2.6,2500
TE,2.3,2500
TE,2.3,2500
TE,2.1,2500
TE,2.1,2500
TE,2,2700
TE,1.8,2500
TE,1.6,2500
TE,1.6,2500
TE,1.5,2500
TE,1.4,2500
TE,1.4,4500
TE,1.4,2500
TE,1.2,2500
TE,1.1,2500
TE,0.7,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2700
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
Def,25,2400
Def,24,2400
Def,22,2800
Def,13,3800
Def,12,2700
Def,12,2700
Def,10,3100
Def,10,2000
Def,10,2100
Def,9,3300
Def,8,2600
Def,8,3100
Def,8,3600
Def,8,3000
Def,8,2600
Def,7,2700
Def,7,2600
Def,5,2300
Def,4,2400
Def,4,3200
Def,4,3000
Def,4,2300
Def,3,2500
Def,2,2900
Def,2,2900
Def,2,2500
Def,2,2600
Def,-3,2600
QB,38.48,5100
QB,32.74,6800
QB,32.22,5100
QB,31.04,5700
QB,25.3,7800
QB,24.6,6200
QB,24.6,5600
QB,23.88,5000
QB,23.36,5800
QB,22.62,6000
QB,21.3,7200
QB,20.78,5200
QB,18.58,5300
QB,18.54,7900
QB,18.34,6600
QB,16.22,5000
QB,15.26,5100
QB,13.62,6900
QB,13.52,5100
QB,13.34,5500
QB,11.86,5500
QB,11.18,6000
QB,10.86,5300
QB,10.64,5000
QB,9.16,6700
QB,8.72,5400
QB,8.64,7000
QB,8.32,5100
QB,5.84,5200
QB,1,5000
QB,0.1,5000
QB,0,5000
QB,0,3000
QB,0,5000
QB,-0.2,5000
RB,39.8,4700
RB,35.7,6300
RB,30,5800
RB,25.9,3800
RB,25.7,8500
RB,25,4200
RB,25,6200
RB,23.3,4800
RB,21.9,7000
RB,21.3,3000
RB,20.8,7000
RB,18.9,4300
RB,18.6,3500
RB,18.5,3000
RB,17.6,3600
RB,17.3,4400
RB,16.8,3400
RB,16.7,4100
RB,16.7,4900
RB,15.8,5000
RB,15.4,4900
RB,15.1,4800
RB,14.4,3500
RB,13.7,4600
RB,13.3,4400
RB,12.6,4600
RB,12.6,4300
RB,12.3,5300
RB,12.1,3000
RB,11.3,6000
RB,10.8,3300
RB,10.7,4000
RB,10.7,4500
RB,9.4,7800
RB,9.4,6100
RB,8.7,6300
RB,7.6,3500
RB,7.4,4500
RB,7.3,4200
RB,6.9,3000
RB,6.4,3000
RB,6,5300
RB,5.8,3000
RB,5.2,3000
RB,4.8,3300
RB,4.8,3000
RB,4.7,3000
RB,4.7,4200
RB,4.6,3000
RB,4.5,6700
RB,4.3,3000
RB,4.3,3900
RB,4.2,3300
RB,3.6,4900
RB,3.5,6100
RB,3.2,3800
RB,2.8,0
RB,2.8,3000
RB,2.6,4100
RB,2.6,3000
RB,2.2,3000
RB,2.2,3200
RB,2,4500
RB,1.9,3000
RB,1.6,3000
RB,1.5,4000
RB,1.3,3000
RB,0.9,3000
RB,0.9,0
RB,0.8,3700
RB,0.6,3000
RB,0.6,3000
RB,0.5,0
RB,0.3,3000
RB,0.3,3000
RB,0.3,4200
RB,0.3,3000
RB,0.2,3000
RB,0.2,3000
RB,0.2,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3200
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3100
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,-0.1,3600
RB,-1.2,3000
RB,-1.6,3000
WR,30.9,7200
WR,28.4,9000
WR,27.7,4400
WR,26.2,5500
WR,25.7,4100
WR,25.6,4500
WR,25,7000
WR,24.7,5900
WR,23.1,7400
WR,23.1,3000
WR,20.5,3400
WR,19.3,3000
WR,17.8,3000
WR,17.7,9200
WR,17.5,3000
WR,17.3,5100
WR,16.8,6800
WR,16.7,3500
WR,16.5,6000
WR,15.9,3400
WR,15.7,5700
WR,15.2,5200
WR,14.36,3200
WR,14.3,4500
WR,14.2,3300
WR,13.9,3000
WR,13.8,7700
WR,13.8,6800
WR,13.2,3400
WR,11.9,3300
WR,11.8,3500
WR,11.8,3800
WR,11.7,7200
WR,11.7,7400
WR,11.5,3000
WR,11.1,3700
WR,10.9,3000
WR,10.8,4300
WR,10.5,8100
WR,10.4,3000
WR,10.3,3000
WR,10,4200
WR,9.4,4600
WR,9.4,6400
WR,9.2,3000
WR,9.2,4400
WR,9.1,3300
WR,8.9,6600
WR,8.1,5300
WR,8,3100
WR,7.8,3500
WR,7.8,3200
WR,7.6,3000
WR,7.5,8700
WR,7.1,6100
WR,6.6,3000
WR,6.6,4300
WR,6.3,3000
WR,6.2,3300
WR,6.2,4200
WR,6,5400
WR,5.9,3000
WR,5.3,7500
WR,5,4300
WR,4.9,3400
WR,4.4,3500
WR,4.4,0
WR,4.4,3000
WR,4.4,5000
WR,4.3,3500
WR,4.3,3000
WR,3.7,3000
WR,3.5,3000
WR,2.6,3000
WR,2.6,3000
WR,2.6,3600
WR,2.5,3000
WR,2.3,4000
WR,2.3,3000
WR,2.3,3000
WR,2.1,3000
WR,2,3200
WR,1.9,3200
WR,1.6,3100
WR,1.6,3100
WR,1.5,4200
WR,1.5,3200
WR,1.4,3000
WR,1.3,5400
WR,1.1,3200
WR,1,3000
WR,0.7,3000
WR,0,3000
WR,0,3000
WR,0,3400
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,4000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3300
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3300
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3200
WR,0,3000
WR,0,3300
WR,0,3000
WR,-0.1,4600
WR,-1,0
TE,30.9,3800
TE,30.2,4200
TE,29,4600
TE,17.4,2500
TE,15.5,2900
TE,13.4,2500
TE,12.6,2500
TE,11.6,2500
TE,11,2900
TE,10.7,2500
TE,10.7,7500
TE,10.5,2900
TE,10.5,2500
TE,10,3200
TE,8.8,2500
TE,7.6,3800
TE,7.6,3300
TE,7.3,4500
TE,7.2,5000
TE,6.5,5200
TE,6.3,2500
TE,6,6100
TE,5.9,2500
TE,5.7,2500
TE,5.4,2500
TE,4.3,2500
TE,4.2,2500
TE,4,4500
TE,3.7,2500
TE,3.6,2500
TE,3.1,2900
TE,2.9,3200
TE,2.9,2500
TE,1.8,2500
TE,1.8,3000
TE,1.7,4100
TE,1.7,2500
TE,1.6,2500
TE,1.6,2500
TE,1.4,2500
TE,1.4,2500
TE,1.1,2500
TE,1,2500
TE,1,3300
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2900
TE,0,2500
TE,0,2500
TE,0,2700
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
TE,0,2500
Def,23,3100
Def,22,3600
Def,15,2500
Def,14,3000
Def,14,4000
Def,14,3800
Def,14,3300
Def,13,2800
Def,12,3200
Def,11,2800
Def,10,2600
Def,10,2400
Def,9,2400
Def,9,2300
Def,8,3400
Def,7,2800
Def,7,3000
Def,6,3100
Def,6,2900
Def,4,2500
Def,3,2900
Def,2,2900
Def,1,2700
Def,1,2400
Def,0,2200
Def,0,2800
Def,0,2600
Def,-2,2500
QB,42.32,5400
QB,37.8,9700
QB,31.22,6000
QB,31.2,7600
QB,30.88,5000
QB,30.28,8500
QB,27.92,9400
QB,25.6,7200
QB,24.84,5900
QB,23.3,6700
QB,21.48,6800
QB,21.42,5000
QB,18.56,5300
QB,17.7,8400
QB,17.1,6900
QB,16.94,7600
QB,15.66,7100
QB,14.74,6100
QB,14.72,5400
QB,14.46,5000
QB,13.72,6200
QB,13.56,9500
QB,11.88,7000
QB,11.16,5800
QB,9.82,5000
QB,9.7,6900
QB,9.6,5700
QB,6.6,6500
QB,5.86,7600
QB,5.68,5500
QB,5.02,5000
QB,4.64,5000
QB,4.54,6500
QB,3.5,5000
QB,0.28,5000
QB,0,5000
QB,0,5000
QB,-0.2,5000
RB,42.4,8700
RB,40.4,4600
RB,29.5,6900
RB,24.7,4700
RB,24.4,6700
RB,23.9,7400
RB,23.3,8400
RB,21.5,8800
RB,17.3,6300
RB,17.1,6800
RB,16.6,0
RB,16.6,3400
RB,15.9,8600
RB,15.1,6400
RB,14.7,4500
RB,13.5,7300
RB,13.5,3100
RB,13.5,3000
RB,13.1,3700
RB,13.1,3900
RB,13,3400
RB,12.7,5300
RB,11.8,8700
RB,11.6,5100
RB,11.4,3800
RB,11.3,5500
RB,11,3000
RB,9.7,3300
RB,9.5,3400
RB,9.3,3000
RB,9.2,5300
RB,8.7,3000
RB,8.4,6000
RB,7.7,3000
RB,7.4,3000
RB,7.4,3000
RB,7.2,3200
RB,7,3000
RB,6.5,3800
RB,6.4,3000
RB,6.3,5200
RB,6.2,4100
RB,6.2,4500
RB,5.8,4400
RB,5.7,3000
RB,5.7,4000
RB,5.6,3000
RB,5.5,3000
RB,5.4,4600
RB,4.9,3000
RB,4.6,3500
RB,4.3,3000
RB,4.2,4200
RB,4.2,5400
RB,4,3000
RB,3.9,3000
RB,3.6,3200
RB,3.2,3000
RB,3.1,3000
RB,2.7,3000
RB,2.5,3000
RB,2.5,3000
RB,2.5,3000
RB,2.5,3800
RB,2.1,3100
RB,1.8,3000
RB,1.8,3000
RB,1.6,3000
RB,1.6,3000
RB,1.6,3000
RB,1.5,3000
RB,1.5,3600
RB,1.5,3000
RB,1.4,3000
RB,1.3,3000
RB,1.2,4900
RB,1.2,6200
RB,1.1,4600
RB,1,3000
RB,0.9,3000
RB,0.8,3000
RB,0.7,3200
RB,0.7,3200
RB,0.6,5700
RB,0.4,4000
RB,0.3,3000
RB,0.2,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
WR,47.8,5400
WR,40.6,7000
WR,38.1,6000
WR,37.9,7200
WR,32,3100
WR,31.7,9000
WR,30.2,4800
WR,29.2,4400
WR,28.1,6300
WR,24.5,5500
WR,23.6,3000
WR,22.1,3300
WR,21.8,6800
WR,21.1,3000
WR,20.8,6100
WR,19.5,3000
WR,19.4,5900
WR,18.3,9500
WR,18,3000
WR,17.3,4900
WR,17.2,8100
WR,17.1,3600
WR,16.9,6600
WR,16.4,6800
WR,16.3,7500
WR,15.7,8200
WR,15.6,3400
WR,15.5,3900
WR,15.1,5700
WR,14.8,5400
WR,14.5,8300
WR,14.5,3000
WR,13.3,8700
WR,13.3,8400
WR,12.9,4600
WR,11.8,3000
WR,11.8,6200
WR,11.5,4000
WR,11.5,3100
WR,11.3,7900
WR,11.1,3200
WR,11.1,3600
WR,10.6,6600
WR,10.6,4800
WR,10.2,6400
WR,10.1,3000
WR,9.7,3000
WR,9.5,3000
WR,9.3,3600
WR,9.3,4200
WR,8.9,7300
WR,8.8,4800
WR,8.6,3000
WR,8.2,3800
WR,8.2,4600
WR,8.1,3000
WR,8,3000
WR,7.5,4400
WR,7.2,3600
WR,7.1,4900
WR,7.1,3000
WR,6.6,3000
WR,6.5,3000
WR,6.4,3000
WR,6.1,4000
WR,6,4500
WR,6,3000
WR,5.9,3000
WR,5.8,3900
WR,5.8,4500
WR,5.8,3000
WR,5.5,3000
WR,5.5,3000
WR,5.34,5200
WR,5.3,3000
WR,5,3000
WR,5,3000
WR,4.8,4000
WR,4.8,5700
WR,4.8,3000
WR,4.7,3000
WR,4.5,3000
WR,4.4,5000
WR,4.4,5300
WR,4.3,5000
WR,4.2,3000
WR,4.1,5800
WR,4.1,3000
WR,4,3000
WR,4,4700
WR,3.9,4400
WR,3.8,4900
WR,3.8,3900
WR,3.7,3000
WR,3.3,4700
WR,3.1,3000
WR,2.9,3000
WR,2.8,4000
WR,2.4,3000
WR,2.3,3900
WR,2.2,3600
WR,2,3000
WR,2,3000
WR,1.9,3000
WR,1.7,3800
WR,1.6,3000
WR,1.6,3000
WR,1.6,3000
WR,1.2,5000
WR,0.7,3000
WR,0,3000
WR,0,3300
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3200
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,0,3000
WR,-0.7,3000
TE,31.7,4700
TE,24.3,3200
TE,21.9,4000
TE,16.8,7800
TE,16.2,3800
TE,15.3,4200
TE,11.5,3000
TE,11.5,3000
TE,10.9,5300
TE,9.8,3000
TE,9.5,4000
TE,9.2,3000
TE,9.1,3000
TE,9,3000
TE,8.7,3400
TE,8.6,3000
TE,8.5,3000
TE,8.3,3100
TE,7.9,3000
TE,7.8,3000
TE,7.5,3000
TE,7.3,3100
TE,6.6,4300
TE,5.8,3000
TE,5.3,3200
TE,5.1,3400
TE,5,3400
TE,3.7,3000
TE,3.3,3000
TE,3.3,3000
TE,3.2,3000
TE,3,3000
TE,2.8,3000
TE,2.7,3000
TE,2.7,0
TE,2.7,3000
TE,2.2,3400
TE,2.1,3000
TE,2,3000
TE,1.8,3000
TE,1.8,3000
TE,1.8,4500
TE,1.7,3200
TE,1.7,3300
TE,1.6,4800
TE,1.6,3000
TE,1.4,3100
TE,1.3,3000
TE,1.2,3000
TE,1,
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,7100
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3200
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3200
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
TE,0,3000
Def,32,3200
Def,26,2900
Def,22,2300
Def,18,3200
Def,17,3300
Def,14,3400
Def,14,3200
Def,13,2800
Def,12,3100
Def,11,2800
Def,10,2700
Def,9,2700
Def,8,3400
Def,8,3000
Def,8,3200
Def,8,3500
Def,7,3200
Def,5,2800
Def,5,3100
Def,5,3100
Def,4,2800
Def,4,2900
Def,4,2600
Def,3,3000
Def,3,2300
Def,3,3000
Def,2,3200
Def,2,2900
Def,1,2800
Def,-1,2900
Def,-3,2500
Def,-3,2700
QB,25.04,6100
QB,23.52,6300
QB,22.36,6800
QB,21.62,4600
QB,19.76,5800
QB,19,6000
QB,18.98,6700
QB,18.02,6900
QB,17.74,5900
QB,16.3,6200
QB,15.66,6400
QB,15.1,6600
QB,14.94,4300
QB,14.8,4800
QB,14.46,5700
QB,14.38,5400
QB,14.16,5900
QB,14.12,6400
QB,13.62,5400
QB,12.32,5000
QB,11.4,5100
QB,10.3,4500
QB,9.68,6400
QB,8.44,4200
QB,7.24,5500
QB,7.16,5200
QB,7.08,4700
QB,6.92,6500
QB,5.74,5900
QB,5.28,5600
QB,4.62,5100
QB,4.42,4900
QB,3.08,4700
QB,1.7,4000
QB,0,4000
QB,0,4000
QB,-0.1,4200
RB,34.4,9500
RB,33.24,5000
RB,32.3,6500
RB,30.3,4100
RB,30,6100
RB,29.9,4500
RB,29.8,5600
RB,26,8700
RB,23.5,4200
RB,23.3,7800
RB,22.2,5200
RB,22.1,3000
RB,19.7,3000
RB,19.7,3500
RB,19.4,4400
RB,19.1,7100
RB,18.8,9000
RB,17.5,4900
RB,16.9,3400
RB,16.4,3800
RB,15.2,6300
RB,15.1,4000
RB,14.6,4700
RB,14.5,3900
RB,13.5,3500
RB,13,7600
RB,12.8,3600
RB,11.6,3900
RB,11.2,3000
RB,10.4,3800
RB,9.6,9400
RB,9.4,7500
RB,9.4,5600
RB,9.3,3700
RB,9.1,4100
RB,8.8,4800
RB,8.7,5700
RB,8.4,7200
RB,7.6,4400
RB,7.6,3600
RB,7.4,4600
RB,7.3,3300
RB,7.3,3000
RB,6.7,3100
RB,6.4,4200
RB,6.4,3800
RB,6.3,0
RB,6,3500
RB,5.9,3700
RB,5.9,5400
RB,5.5,3000
RB,5.2,4000
RB,3.9,4700
RB,3.8,3000
RB,3.7,3200
RB,3.6,4600
RB,3.5,3400
RB,3.5,3500
RB,3.2,3000
RB,2.7,3000
RB,2.3,4400
RB,2.1,4000
RB,2,3000
RB,1.8,3600
RB,1.6,3200
RB,1.6,3500
RB,1.4,3400
RB,1.4,4000
RB,1.3,3000
RB,1.2,3100
RB,1.1,3400
RB,0.9,3800
RB,0.9,3200
RB,0.9,3000
RB,0.8,6600
RB,0.8,6100
RB,0.7,3000
RB,0.6,3000
RB,0.4,4000
RB,0.2,3000
RB,0.2,3000
RB,0.1,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3300
RB,0,3000
RB,0,3000
RB,0,3000
RB,0,3000
RB,-0.1,3000
WR,42,8700
WR,36.5,4100
WR,27,5600
WR,24.9,7900
WR,24.6,5400
WR,23.8,4300
WR,23.7,5300
WR,22.6,4200
WR,20.2,8400
WR,19.1,6700
WR,16.3,7400
WR,16,7200
WR,15.8,7600
WR,15.2,4700
WR,14.9,8500
WR,14.8,3300
WR,14.8,4200
WR,14.5,3900
WR,13.8,5700
WR,13.5,6800
WR,13.3,4400
WR,13.1,4300
WR,13.1,4500
WR,12.4,3200
WR,12,4700
WR,11.9,7300
WR,11.9,4700
WR,11.9,8600
WR,11.9,3000
WR,11.7,3900
WR,11.6,4600
WR,11.5,4100
WR,10.8,3900
WR,10.6,3000
WR,10.5,3400
WR,10.1,3000
WR,9.5,3100
WR,9.3,4800
WR,9.2,5000
WR,9.2,5000
WR,8.9,3000
WR,8.7,3700
WR,8.6,3700
WR,8.5,3200
WR,8.4,5500
WR,8.3,7500
WR,8.2,3700
WR,8.2,3100
WR,8.1,8300
WR,8,8000
WR,7.6,6200
WR,7.1,4600
WR,7,3000
WR,6.7,7400
WR,6.3,4200
WR,6.3,3000
WR,6.3,5100
WR,6.3,5600
WR,6,3000
WR,6,3700
WR,6,4400
WR,6,3000
WR,6,3500
WR,5.7,3700
WR,5.7,4400
WR,5.3,3000
WR,5.3,3000
WR,5.1,3100
WR,5,3400
